task,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,recall@3,recall@5,recall@10,mrr,ndcg@10
video-silence-remover,5000,5000,1,7,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,0.5462169152524982
video-tutorial-indexer,5000,5000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,5000,5000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,5000,5000,1,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
xlsx-recover-data,5000,5000,1,2,0.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419
3d-scan-calc,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,5000,5000,2,5,1.0,0.6,0.6,0.8,1.0,0.843537875344446
azure-bgp-oscillation-route-leak,5000,5000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
citation-check,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,5000,5000,2,4,1.0,0.5,0.75,0.75,1.0,0.8048099750039491
court-form-filling,5000,5000,2,1,0.0,0.0,0.0,1.0,0.125,0.31546487678572877
crystallographic-wyckoff-position-analysis,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
dapt-intrusion-detection,5000,5000,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
data-to-d3,5000,5000,2,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
dialogue-parser,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,5000,5000,2,4,1.0,0.75,0.75,1.0,1.0,0.9447176050778178
earthquake-phase-association,5000,5000,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,5000,5000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
energy-ac-optimal-power-flow,5000,5000,2,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
energy-market-pricing,5000,5000,2,4,1.0,0.5,0.75,0.75,1.0,0.8048099750039491
enterprise-information-search,5000,5000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
exceltable-in-ppt,5000,5000,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
exoplanet-detection-period,5000,5000,2,5,1.0,0.4,0.4,0.8,1.0,0.7719970585389948
financial-modeling-qa,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
find-topk-similiar-chemicals,5000,5000,2,3,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.41618115554873086
fix-build-agentops,5000,5000,2,4,0.0,0.0,0.0,0.0,0.0,0.0
fix-build-google-auto,5000,5000,2,3,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.4776237035032179
fix-druid-loophole-cve,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,5000,5000,2,6,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6502315245039587
fix-visual-stability,5000,5000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
flink-query,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,5000,5000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,5000,5000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,5000,5000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,5000,5000,2,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
hvac-control,5000,5000,2,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
invoice-fraud-detection,5000,5000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
jax-computing-basics,5000,5000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
jpg-ocr-stat,5000,5000,2,5,0.0,0.2,0.2,0.2,0.3333333333333333,0.16958010263680806
lab-unit-harmonization,5000,5000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
lake-warming-attribution,5000,5000,2,4,0.0,0.0,0.0,0.0,0.0,0.0
latex-formula-extraction,5000,5000,2,2,0.0,0.0,0.0,0.5,0.125,0.19342640361727081
lean4-proof,5000,5000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,5000,5000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
manufacturing-equipment-maintenance,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing-fjsp-optimization,5000,5000,2,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
mario-coin-counting,5000,5000,2,3,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548
mars-clouds-clustering,5000,5000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,5000,5000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,5000,5000,2,6,0.0,0.0,0.0,0.0,0.0,0.0
offer-letter-generator,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,5000,5000,2,5,0.0,0.0,0.0,0.0,0.0,0.0
paper-anonymizer,5000,5000,2,2,1.0,0.5,0.5,1.0,1.0,0.8315546295836225
parallel-tfidf-search,5000,5000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
pddl-tpp-planning,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
pedestrian-traffic-counting,5000,5000,2,4,1.0,0.25,0.5,0.75,1.0,0.6760236910196463
pg-essay-to-audiobook,5000,5000,2,4,1.0,0.5,0.5,0.75,1.0,0.715696758318853
powerlifting-coef-calc,5000,5000,2,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652
pptx-reference-formatting,5000,5000,2,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
protein-expression-analysis,5000,5000,2,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
python-scala-translation,5000,5000,2,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,5000,5000,2,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,5000,5000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
reserves-at-risk-calc,5000,5000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,5000,5000,2,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
scheduling-email-assistant,5000,5000,2,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
sec-financial-report,5000,5000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,5000,5000,2,4,1.0,0.5,0.75,0.75,1.0,0.787702056960637
setup-fuzzing-py,5000,5000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
shock-analysis-demand,5000,5000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
shock-analysis-supply,5000,5000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,5000,5000,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,5000,5000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855
speaker-diarization-subtitles,5000,5000,2,4,0.0,0.25,0.25,0.75,0.5,0.5085097626218706
spring-boot-jakarta-migration,5000,5000,2,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
suricata-custom-exfil,5000,5000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
syzkaller-ppdev-syzlang,5000,5000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,5000,5000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,5000,5000,2,2,0.0,0.5,0.5,1.0,0.5,0.5802792108518124
travel-planning,5000,5000,2,6,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.3936948167222716
trend-anomaly-causal-inference,5000,5000,2,4,0.0,0.0,0.5,0.75,0.25,0.431992295847858
video-filler-word-remover,5000,5000,2,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434
video-silence-remover,5000,5000,2,7,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,0.5462169152524982
video-tutorial-indexer,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,5000,5000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,5000,5000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
xlsx-recover-data,5000,5000,2,2,0.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611
3d-scan-calc,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,5000,5000,3,5,1.0,0.6,0.8,0.8,1.0,0.8539316501572937
azure-bgp-oscillation-route-leak,5000,5000,3,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
citation-check,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,5000,5000,3,4,1.0,0.5,0.75,0.75,1.0,0.75369761125927
court-form-filling,5000,5000,3,1,0.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222
crystallographic-wyckoff-position-analysis,5000,5000,3,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
dapt-intrusion-detection,5000,5000,3,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
data-to-d3,5000,5000,3,1,0.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222
dialogue-parser,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,5000,5000,3,4,1.0,0.5,0.75,0.75,1.0,0.7365896932159578
earthquake-phase-association,5000,5000,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,5000,5000,3,1,0.0,0.0,0.0,0.0,0.0,0.0
energy-ac-optimal-power-flow,5000,5000,3,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
energy-market-pricing,5000,5000,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,5000,5000,3,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
exceltable-in-ppt,5000,5000,3,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
exoplanet-detection-period,5000,5000,3,5,1.0,0.4,0.8,0.8,1.0,0.830419897363192
financial-modeling-qa,5000,5000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
find-topk-similiar-chemicals,5000,5000,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,5000,5000,3,4,0.0,0.0,0.0,0.0,0.0,0.0
fix-build-google-auto,5000,5000,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9134015924715543
fix-druid-loophole-cve,5000,5000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,5000,5000,3,6,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.41039156802332444
fix-visual-stability,5000,5000,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
flink-query,5000,5000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,5000,5000,3,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,5000,5000,3,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,5000,5000,3,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,5000,5000,3,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
hvac-control,5000,5000,3,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
invoice-fraud-detection,5000,5000,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
jax-computing-basics,5000,5000,3,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
jpg-ocr-stat,5000,5000,3,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
lab-unit-harmonization,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,5000,5000,3,4,0.0,0.0,0.0,0.0,0.0,0.0
latex-formula-extraction,5000,5000,3,2,0.0,0.0,0.5,0.5,0.2,0.23719771276929622
lean4-proof,5000,5000,3,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
manufacturing-codebook-normalization,5000,5000,3,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
manufacturing-equipment-maintenance,5000,5000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing-fjsp-optimization,5000,5000,3,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
mario-coin-counting,5000,5000,3,3,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16716045496620227
mars-clouds-clustering,5000,5000,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,5000,5000,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,5000,5000,3,6,0.0,0.0,0.16666666666666666,0.3333333333333333,0.2,0.21252302622743088
offer-letter-generator,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,5000,5000,3,5,0.0,0.0,0.0,0.0,0.0,0.0
paper-anonymizer,5000,5000,3,2,1.0,0.5,0.5,1.0,1.0,0.8315546295836225
parallel-tfidf-search,5000,5000,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
pddl-tpp-planning,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,5000,5000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
pedestrian-traffic-counting,5000,5000,3,4,1.0,0.5,0.5,0.75,1.0,0.7668091220635322
pg-essay-to-audiobook,5000,5000,3,4,1.0,0.5,0.75,1.0,1.0,0.8667163765466583
powerlifting-coef-calc,5000,5000,3,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757
pptx-reference-formatting,5000,5000,3,1,0.0,0.0,0.0,1.0,0.1,0.2890648263178879
protein-expression-analysis,5000,5000,3,1,0.0,0.0,0.0,1.0,0.125,0.31546487678572877
python-scala-translation,5000,5000,3,6,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9372375429818209
quantum-numerical-simulation,5000,5000,3,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
r2r-mpc-control,5000,5000,3,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,5000,5000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
reserves-at-risk-calc,5000,5000,3,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,5000,5000,3,2,1.0,0.5,0.5,1.0,1.0,0.7977228895450266
scheduling-email-assistant,5000,5000,3,2,0.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419
sec-financial-report,5000,5000,3,2,0.0,1.0,1.0,1.0,0.5,0.6934264036172708
seismic-phase-picking,5000,5000,3,4,1.0,0.5,0.5,0.75,1.0,0.7757386182436072
setup-fuzzing-py,5000,5000,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
shock-analysis-demand,5000,5000,3,1,0.0,0.0,0.0,0.0,0.0,0.0
shock-analysis-supply,5000,5000,3,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,5000,5000,3,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,5000,5000,3,3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6049306994552042
speaker-diarization-subtitles,5000,5000,3,4,1.0,0.25,0.75,0.75,1.0,0.7095272044910244
spring-boot-jakarta-migration,5000,5000,3,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
suricata-custom-exfil,5000,5000,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
syzkaller-ppdev-syzlang,5000,5000,3,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,5000,5000,3,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,5000,5000,3,2,1.0,0.5,1.0,1.0,1.0,0.8503449055347546
travel-planning,5000,5000,3,6,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.41039156802332444
trend-anomaly-causal-inference,5000,5000,3,4,1.0,0.25,0.5,0.75,1.0,0.6589157729763341
video-filler-word-remover,5000,5000,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239
video-silence-remover,5000,5000,3,7,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5,0.3975796519395046
video-tutorial-indexer,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,5000,5000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,5000,5000,3,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
xlsx-recover-data,5000,5000,3,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
3d-scan-calc,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,5000,5000,4,5,1.0,0.6,0.8,0.8,1.0,0.8539316501572937
azure-bgp-oscillation-route-leak,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
citation-check,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,5000,5000,4,4,1.0,0.5,0.75,0.75,1.0,0.7365896932159578
court-form-filling,5000,5000,4,1,0.0,0.0,0.0,1.0,0.1,0.2890648263178879
crystallographic-wyckoff-position-analysis,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
dapt-intrusion-detection,5000,5000,4,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
data-to-d3,5000,5000,4,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
dialogue-parser,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,5000,5000,4,4,1.0,0.5,0.5,0.75,1.0,0.7757386182436072
earthquake-phase-association,5000,5000,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,5000,5000,4,1,0.0,0.0,0.0,0.0,0.0,0.0
energy-ac-optimal-power-flow,5000,5000,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
energy-market-pricing,5000,5000,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,5000,5000,4,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
exceltable-in-ppt,5000,5000,4,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
exoplanet-detection-period,5000,5000,4,5,1.0,0.4,0.4,0.8,1.0,0.7426050123677904
financial-modeling-qa,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
find-topk-similiar-chemicals,5000,5000,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,5000,5000,4,4,0.0,0.0,0.0,0.25,0.14285714285714285,0.13012668333070054
fix-build-google-auto,5000,5000,4,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091
fix-druid-loophole-cve,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,5000,5000,4,6,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.40871634619071356
fix-visual-stability,5000,5000,4,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
flink-query,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,5000,5000,4,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,5000,5000,4,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,5000,5000,4,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,5000,5000,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
hvac-control,5000,5000,4,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
invoice-fraud-detection,5000,5000,4,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
jax-computing-basics,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
jpg-ocr-stat,5000,5000,4,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
lab-unit-harmonization,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,5000,5000,4,4,0.0,0.0,0.0,0.25,0.14285714285714285,0.13012668333070054
latex-formula-extraction,5000,5000,4,2,0.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419
lean4-proof,5000,5000,4,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
manufacturing-codebook-normalization,5000,5000,4,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
manufacturing-equipment-maintenance,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing-fjsp-optimization,5000,5000,4,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
mario-coin-counting,5000,5000,4,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757
mars-clouds-clustering,5000,5000,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,5000,5000,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,5000,5000,4,6,0.0,0.0,0.16666666666666666,0.5,0.25,0.31866295117805
offer-letter-generator,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,5000,5000,4,5,0.0,0.0,0.0,0.0,0.0,0.0
paper-anonymizer,5000,5000,4,2,1.0,0.5,0.5,1.0,1.0,0.7903864795495061
parallel-tfidf-search,5000,5000,4,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
pddl-tpp-planning,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
pedestrian-traffic-counting,5000,5000,4,4,1.0,0.5,0.75,0.75,1.0,0.7365896932159578
pg-essay-to-audiobook,5000,5000,4,4,1.0,0.25,0.5,0.75,1.0,0.6886342695939197
powerlifting-coef-calc,5000,5000,4,3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419
pptx-reference-formatting,5000,5000,4,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
protein-expression-analysis,5000,5000,4,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
python-scala-translation,5000,5000,4,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,5000,5000,4,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
reserves-at-risk-calc,5000,5000,4,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,5000,5000,4,2,1.0,0.5,0.5,1.0,1.0,0.8175295903539445
scheduling-email-assistant,5000,5000,4,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
sec-financial-report,5000,5000,4,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
seismic-phase-picking,5000,5000,4,4,1.0,0.5,0.5,0.75,1.0,0.7541985434892589
setup-fuzzing-py,5000,5000,4,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
shock-analysis-demand,5000,5000,4,1,0.0,0.0,0.0,0.0,0.0,0.0
shock-analysis-supply,5000,5000,4,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,5000,5000,4,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,5000,5000,4,3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.617319681505689
speaker-diarization-subtitles,5000,5000,4,4,1.0,0.25,0.5,0.75,1.0,0.6886342695939197
spring-boot-jakarta-migration,5000,5000,4,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
suricata-custom-exfil,5000,5000,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
syzkaller-ppdev-syzlang,5000,5000,4,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,5000,5000,4,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,5000,5000,4,2,1.0,1.0,1.0,1.0,1.0,1.0
travel-planning,5000,5000,4,6,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.3936948167222716
trend-anomaly-causal-inference,5000,5000,4,4,0.0,0.25,0.5,0.5,0.3333333333333333,0.34620964322385606
video-filler-word-remover,5000,5000,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
video-silence-remover,5000,5000,4,7,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,0.539929434207294
video-tutorial-indexer,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,5000,5000,4,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,5000,5000,4,1,0.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812
xlsx-recover-data,5000,5000,4,2,0.0,0.0,0.0,0.0,0.0,0.0
3d-scan-calc,10000,10000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,10000,10000,0,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
azure-bgp-oscillation-route-leak,10000,10000,0,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
citation-check,10000,10000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,10000,10000,0,4,1.0,0.5,0.75,0.75,1.0,0.75369761125927
court-form-filling,10000,10000,0,1,0.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812
crystallographic-wyckoff-position-analysis,10000,10000,0,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
