task,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,recall@3,recall@5,recall@10,mrr,ndcg@10
earthquake-phase-association,1000,1000,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,1000,1000,0,1,0.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812
energy-ac-optimal-power-flow,1000,1000,0,3,1.0,1.0,1.0,1.0,1.0,1.0
energy-market-pricing,1000,1000,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,1000,1000,0,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
exoplanet-detection-period,1000,1000,0,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
financial-modeling-qa,1000,1000,0,2,0.0,0.0,0.0,0.5,0.125,0.19342640361727081
find-topk-similiar-chemicals,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,1000,1000,0,4,0.0,0.25,0.25,0.5,0.3333333333333333,0.3080351663449861
fix-build-google-auto,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9066276098484507
fix-druid-loophole-cve,1000,1000,0,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,1000,1000,0,6,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6625602459390023
fix-visual-stability,1000,1000,0,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
flink-query,1000,1000,0,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,1000,1000,0,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,1000,1000,0,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,1000,1000,0,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,1000,1000,0,3,1.0,1.0,1.0,1.0,1.0,1.0
hvac-control,1000,1000,0,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
invoice-fraud-detection,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8451850618939637
jax-computing-basics,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
jpg-ocr-stat,1000,1000,0,5,0.0,0.2,0.2,0.2,0.5,0.21398626473452756
lab-unit-harmonization,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,1000,1000,0,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
latex-formula-extraction,1000,1000,0,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
lean4-proof,1000,1000,0,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,1000,1000,0,2,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing-fjsp-optimization,1000,1000,0,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
mario-coin-counting,1000,1000,0,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
mars-clouds-clustering,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,1000,1000,0,6,0.0,0.16666666666666666,0.5,0.8333333333333334,0.5,0.6346351294830074
offer-letter-generator,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,1000,1000,0,5,0.0,0.2,0.4,0.4,0.5,0.34519134224686937
paper-anonymizer,1000,1000,0,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
parallel-tfidf-search,1000,1000,0,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
pddl-tpp-planning,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,1000,1000,0,2,0.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419
pedestrian-traffic-counting,1000,1000,0,4,1.0,0.5,0.75,0.75,1.0,0.7365896932159578
pg-essay-to-audiobook,1000,1000,0,4,1.0,0.75,1.0,1.0,1.0,1.0
powerlifting-coef-calc,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
pptx-reference-formatting,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
protein-expression-analysis,1000,1000,0,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
python-scala-translation,1000,1000,0,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,1000,1000,0,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,1000,1000,0,2,0.0,0.0,0.5,0.5,0.2,0.23719771276929622
reserves-at-risk-calc,1000,1000,0,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,1000,1000,0,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
scheduling-email-assistant,1000,1000,0,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
sec-financial-report,1000,1000,0,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,1000,1000,0,4,1.0,0.5,0.75,0.75,1.0,0.8048099750039491
setup-fuzzing-py,1000,1000,0,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
shock-analysis-demand,1000,1000,0,1,0.0,0.0,0.0,0.0,0.0,0.0
shock-analysis-supply,1000,1000,0,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,1000,1000,0,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9217868789962071
speaker-diarization-subtitles,1000,1000,0,4,1.0,0.5,0.75,1.0,1.0,0.8838242945899706
spring-boot-jakarta-migration,1000,1000,0,5,1.0,0.4,0.4,0.6,1.0,0.6601396023754075
suricata-custom-exfil,1000,1000,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
syzkaller-ppdev-syzlang,1000,1000,0,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,1000,1000,0,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,1000,1000,0,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
travel-planning,1000,1000,0,6,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.419665006636777
trend-anomaly-causal-inference,1000,1000,0,4,0.0,0.25,0.75,1.0,0.3333333333333333,0.6533933590057491
video-filler-word-remover,1000,1000,0,3,1.0,1.0,1.0,1.0,1.0,1.0
video-silence-remover,1000,1000,0,7,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,1.0,0.6920788373899057
video-tutorial-indexer,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,1000,1000,0,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,1000,1000,0,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
xlsx-recover-data,1000,1000,0,2,0.0,0.5,0.5,1.0,0.5,0.5912352048230277
3d-scan-calc,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,1000,1000,1,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
azure-bgp-oscillation-route-leak,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
citation-check,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,1000,1000,1,4,1.0,0.5,0.75,0.75,1.0,0.8048099750039491
court-form-filling,1000,1000,1,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
crystallographic-wyckoff-position-analysis,1000,1000,1,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
dapt-intrusion-detection,1000,1000,1,2,1.0,1.0,1.0,1.0,1.0,1.0
data-to-d3,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dialogue-parser,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,1000,1000,1,4,1.0,0.5,0.75,1.0,1.0,0.9279611693743142
earthquake-phase-association,1000,1000,1,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,1000,1000,1,1,0.0,0.0,0.0,1.0,0.125,0.31546487678572877
energy-ac-optimal-power-flow,1000,1000,1,3,1.0,1.0,1.0,1.0,1.0,1.0
energy-market-pricing,1000,1000,1,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,1000,1000,1,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
exoplanet-detection-period,1000,1000,1,5,1.0,0.4,0.4,0.8,1.0,0.7426050123677904
financial-modeling-qa,1000,1000,1,2,0.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817
find-topk-similiar-chemicals,1000,1000,1,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,1000,1000,1,4,0.0,0.0,0.25,0.25,0.25,0.16812753627111746
fix-build-google-auto,1000,1000,1,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
fix-druid-loophole-cve,1000,1000,1,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,1000,1000,1,6,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.7409096387260824
fix-visual-stability,1000,1000,1,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
flink-query,1000,1000,1,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,1000,1000,1,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,1000,1000,1,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,1000,1000,1,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,1000,1000,1,3,1.0,1.0,1.0,1.0,1.0,1.0
hvac-control,1000,1000,1,5,1.0,0.2,0.2,0.6,1.0,0.5392968862278849
invoice-fraud-detection,1000,1000,1,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.8854598815714874
jax-computing-basics,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
jpg-ocr-stat,1000,1000,1,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
lab-unit-harmonization,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,1000,1000,1,4,0.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084
latex-formula-extraction,1000,1000,1,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
lean4-proof,1000,1000,1,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,1000,1000,1,2,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing-fjsp-optimization,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
mario-coin-counting,1000,1000,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652
mars-clouds-clustering,1000,1000,1,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,1000,1000,1,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,1000,1000,1,6,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,0.6463391317085908
offer-letter-generator,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,1000,1000,1,5,0.0,0.0,0.4,0.4,0.25,0.27727342735504823
paper-anonymizer,1000,1000,1,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
parallel-tfidf-search,1000,1000,1,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
pddl-tpp-planning,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,1000,1000,1,2,0.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419
pedestrian-traffic-counting,1000,1000,1,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
pg-essay-to-audiobook,1000,1000,1,4,1.0,0.5,1.0,1.0,1.0,0.9558295932317544
powerlifting-coef-calc,1000,1000,1,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434
pptx-reference-formatting,1000,1000,1,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
protein-expression-analysis,1000,1000,1,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
python-scala-translation,1000,1000,1,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,1000,1000,1,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,1000,1000,1,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
reserves-at-risk-calc,1000,1000,1,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,1000,1000,1,2,1.0,0.5,1.0,1.0,1.0,0.8503449055347546
scheduling-email-assistant,1000,1000,1,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
sec-financial-report,1000,1000,1,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,1000,1000,1,4,1.0,0.5,0.75,0.75,1.0,0.8048099750039491
setup-fuzzing-py,1000,1000,1,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
shock-analysis-demand,1000,1000,1,1,0.0,0.0,0.0,0.0,0.0,0.0
shock-analysis-supply,1000,1000,1,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,1000,1000,1,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,1000,1000,1,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041
speaker-diarization-subtitles,1000,1000,1,4,1.0,0.25,0.75,0.75,1.0,0.7095272044910244
spring-boot-jakarta-migration,1000,1000,1,5,1.0,0.4,0.4,0.8,1.0,0.7642391575973727
suricata-custom-exfil,1000,1000,1,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
syzkaller-ppdev-syzlang,1000,1000,1,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,1000,1000,1,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,1000,1000,1,2,1.0,1.0,1.0,1.0,1.0,1.0
travel-planning,1000,1000,1,6,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.419665006636777
trend-anomaly-causal-inference,1000,1000,1,4,1.0,0.5,0.5,1.0,1.0,0.8547529378296287
video-filler-word-remover,1000,1000,1,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
video-silence-remover,1000,1000,1,7,1.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.0,0.6730234638881232
video-tutorial-indexer,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,1000,1000,1,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,1000,1000,1,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
xlsx-recover-data,1000,1000,1,2,0.0,0.5,0.5,1.0,0.3333333333333333,0.4911492931622974
3d-scan-calc,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,1000,1000,2,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
azure-bgp-oscillation-route-leak,1000,1000,2,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
citation-check,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,1000,1000,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
court-form-filling,1000,1000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
crystallographic-wyckoff-position-analysis,1000,1000,2,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
dapt-intrusion-detection,1000,1000,2,2,1.0,0.5,0.5,1.0,1.0,0.8175295903539445
data-to-d3,1000,1000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
dialogue-parser,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,1000,1000,2,4,1.0,0.5,0.75,1.0,1.0,0.9279611693743142
earthquake-phase-association,1000,1000,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,1000,1000,2,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
energy-ac-optimal-power-flow,1000,1000,2,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
energy-market-pricing,1000,1000,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,1000,1000,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
exoplanet-detection-period,1000,1000,2,5,1.0,0.4,0.8,0.8,1.0,0.830419897363192
financial-modeling-qa,1000,1000,2,2,0.0,0.0,0.5,0.5,0.2,0.23719771276929622
find-topk-similiar-chemicals,1000,1000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,1000,1000,2,4,0.0,0.0,0.25,0.25,0.2,0.15101961822780524
fix-build-google-auto,1000,1000,2,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8395700624665824
fix-druid-loophole-cve,1000,1000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,1000,1000,2,6,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6502315245039587
fix-visual-stability,1000,1000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
flink-query,1000,1000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,1000,1000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,1000,1000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,1000,1000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,1000,1000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
hvac-control,1000,1000,2,5,1.0,0.2,0.2,0.2,1.0,0.3391602052736161
invoice-fraud-detection,1000,1000,2,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041
jax-computing-basics,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
jpg-ocr-stat,1000,1000,2,5,1.0,0.2,0.2,0.4,1.0,0.4599715079731103
lab-unit-harmonization,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,1000,1000,2,4,0.0,0.0,0.25,0.25,0.25,0.16812753627111746
latex-formula-extraction,1000,1000,2,2,0.0,0.5,0.5,1.0,0.5,0.6052602440527057
lean4-proof,1000,1000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,1000,1000,2,2,0.0,0.0,0.0,0.0,0.0,0.0
manufacturing-fjsp-optimization,1000,1000,2,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
mario-coin-counting,1000,1000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
mars-clouds-clustering,1000,1000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,1000,1000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,1000,1000,2,6,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5,0.6973975865011867
offer-letter-generator,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,1000,1000,2,5,0.0,0.0,0.2,0.4,0.25,0.26687965254220064
paper-anonymizer,1000,1000,2,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
parallel-tfidf-search,1000,1000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
pddl-tpp-planning,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,1000,1000,2,2,0.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419
pedestrian-traffic-counting,1000,1000,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
pg-essay-to-audiobook,1000,1000,2,4,1.0,0.75,1.0,1.0,1.0,1.0
powerlifting-coef-calc,1000,1000,2,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434
pptx-reference-formatting,1000,1000,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
protein-expression-analysis,1000,1000,2,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
python-scala-translation,1000,1000,2,6,1.0,0.5,0.6666666666666666,1.0,1.0,0.9838048780283077
quantum-numerical-simulation,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,1000,1000,2,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,1000,1000,2,2,0.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611
reserves-at-risk-calc,1000,1000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,1000,1000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
scheduling-email-assistant,1000,1000,2,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
sec-financial-report,1000,1000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,1000,1000,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
setup-fuzzing-py,1000,1000,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
shock-analysis-demand,1000,1000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
shock-analysis-supply,1000,1000,2,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,1000,1000,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,1000,1000,2,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041
speaker-diarization-subtitles,1000,1000,2,4,1.0,0.25,0.75,0.75,1.0,0.7095272044910244
spring-boot-jakarta-migration,1000,1000,2,5,1.0,0.4,0.6,0.8,1.0,0.7864489426433972
suricata-custom-exfil,1000,1000,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
syzkaller-ppdev-syzlang,1000,1000,2,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,1000,1000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,1000,1000,2,2,1.0,1.0,1.0,1.0,1.0,1.0
travel-planning,1000,1000,2,6,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.41039156802332444
trend-anomaly-causal-inference,1000,1000,2,4,1.0,0.75,1.0,1.0,1.0,0.9828920819566879
video-filler-word-remover,1000,1000,2,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
video-silence-remover,1000,1000,2,7,1.0,0.2857142857142857,0.42857142857142855,0.7142857142857143,1.0,0.7473457295131812
video-tutorial-indexer,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,1000,1000,2,1,1.0,1.0,1.0,1.0,1.0,1.0
xlsx-recover-data,1000,1000,2,2,1.0,0.5,0.5,1.0,1.0,0.8315546295836225
3d-scan-calc,1000,1000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,1000,1000,3,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
azure-bgp-oscillation-route-leak,1000,1000,3,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
citation-check,1000,1000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,1000,1000,3,4,1.0,0.25,0.5,0.75,1.0,0.6975637657739948
court-form-filling,1000,1000,3,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
crystallographic-wyckoff-position-analysis,1000,1000,3,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
dapt-intrusion-detection,1000,1000,3,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
data-to-d3,1000,1000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
dialogue-parser,1000,1000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,1000,1000,3,4,1.0,0.75,0.75,1.0,1.0,0.9709286432396583
earthquake-phase-association,1000,1000,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,1000,1000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,1000,1000,3,1,0.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222
energy-ac-optimal-power-flow,1000,1000,3,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
energy-market-pricing,1000,1000,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,1000,1000,3,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,1000,1000,3,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
exoplanet-detection-period,1000,1000,3,5,1.0,0.4,0.6,0.8,1.0,0.8122682216087223
financial-modeling-qa,1000,1000,3,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
find-topk-similiar-chemicals,1000,1000,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,1000,1000,3,4,0.0,0.0,0.0,0.25,0.16666666666666666,0.13905617951077562
fix-build-google-auto,1000,1000,3,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9060254355346823
fix-druid-loophole-cve,1000,1000,3,2,0.0,0.0,0.0,0.0,0.0,0.0
